ipodate,code,code_name
2009-10-30,sz.300012,华测检测
2009-10-30,sz.300017,网宿科技
2009-10-30,sz.300024,机器人
2010-01-08,sz.300037,新宙邦
2010-02-11,sz.300054,鼎龙股份
2010-02-26,sz.300058,蓝色光标
2010-04-21,sz.300070,碧水源
2010-04-27,sz.300073,当升科技
2010-08-27,sz.300114,中航电测
2010-09-02,sz.300118,东方日升
2010-11-05,sz.300136,信维通信
2010-11-12,sz.300140,节能环境
2010-11-12,sz.300142,沃森生物
2010-12-09,sz.300144,宋城演艺
2010-12-15,sz.300146,汤臣倍健
2011-04-21,sz.300207,欣旺达
2011-05-05,sz.300212,易华录
2011-05-31,sz.300223,北京君正
2011-08-03,sz.300251,光线传媒
2012-01-13,sz.300285,国瓷材料
2012-07-18,sz.300339,润和软件
2014-01-23,sz.300373,扬杰科技
2014-01-29,sz.300383,光环新网
2014-07-31,sz.300390,天华新能
2014-09-10,sz.300395,菲利华
2016-03-31,sz.300474,景嘉微
2015-06-11,sz.300476,胜宏科技
2015-07-02,sz.300487,蓝晓科技
2015-12-10,sz.300496,中科创达
2016-08-02,sz.300529,健帆生物
2016-11-07,sz.300558,贝达药业
2016-11-22,sz.300567,精测电子
2016-12-08,sz.300573,兴齐眼药
2017-01-17,sz.300595,欧普康视
2017-02-07,sz.300601,康泰生物
2017-04-17,sz.300604,长川科技
2017-07-14,sz.300676,华大基因
2017-07-21,sz.300677,英科医疗
2017-09-01,sz.300699,光威复材
2018-08-10,sz.300724,捷佳伟创
2018-09-21,sz.300748,金力永磁
2018-11-09,sz.300751,迈为股份
2019-03-19,sz.300763,锦浪科技
2019-03-22,sz.300765,新诺威
2019-11-18,sz.300803,指南针
2020-08-24,sz.300866,安克创新
2020-09-17,sz.300888,稳健医疗
2020-12-23,sz.300919,中伟股份
2021-03-25,sz.300957,贝泰妮
2022-11-21,sz.301165,锐捷网络
2022-03-15,sz.301236,软通动力
2022-11-07,sz.301267,华厦眼科
2022-12-27,sz.301301,川宁生物
2022-08-05,sz.301308,江波龙
2023-02-09,sz.301358,湖南裕能
2023-08-16,sz.301498,乖宝宠物
